,rarity_rank,tipus,skin,traits,owner
3908,2981,Female,Mid-skinned,"Dark Hair, Medical Mask, Purple Lipstick, Hidden Lipstick",0x062C54
3909,3100,Female,Mid-skinned,"Dark Hair, Earring, Purple Lipstick, Hidden Earring",0xDde8DF
3910,2595,Male,Light-skinned,"Clown Hair Green, Eye Patch",0x3FA5b6
3911,8491,Female,Dark-skinned,"Clown Eyes Blue, Knitted Cap, Purple Lipstick",0xF1ad94
3912,9244,Female,Light-skinned,"Black Lipstick, Mohawk, Mole",0x24e267
3913,5781,Female,Light-skinned,"Earring, Green Eye Shadow, Mohawk Thin",0xfe0D9a
3914,1472,Male,Dark-skinned,"Cowboy Hat, Mole",0x0d93bc
3915,5948,Male,Light-skinned,"Stringy Hair, Vape",0xD2E760
3916,790,Male,Light-skinned,"Chinstrap, Top Hat",0x577eBC
3917,8332,Male,Mid-skinned,"Clown Eyes Green, Earring, Headband",0x99FA5C
3918,6461,Female,Dark-skinned,"3D Glasses, Mohawk Thin",0x005734
3919,2196,Female,Mid-skinned,"Clown Eyes Green, Red Mohawk",0xa25803
3920,9330,Female,Dark-skinned,"Earring, Mohawk Thin",0x269616
3921,2639,Male,Light-skinned,"Clown Hair Green, Horned Rim Glasses",0xA1F148
3922,9767,Male,Dark-skinned,"Classic Shades, Stringy Hair",0x46B4fa
3923,8234,Male,Albino-skinned,"Cap, Cigarette",0x3Aeabb
3924,9241,Male,Mid-skinned,"Mohawk Thin, Nerd Glasses",0x3dcA36
3925,6324,Male,Dark-skinned,"3D Glasses, Do-rag",0xC272Ed
3926,7510,Male,Light-skinned,"Do-rag, Earring, Shadow Beard",0x4bbb41
3927,5016,Male,Light-skinned,"Front Beard Dark, Shaved Head, VR",0x6Ed1A5
3928,2264,Male,Mid-skinned,"Mole, Regular Shades, Vampire Hair",0x74D430
3929,5225,Male,Dark-skinned,"Frown, Regular Shades, Shaved Head",0x20Af8C
3930,5619,Male,Albino-skinned,"Bandana, Cigarette, Earring, Handlebars",0x7760E0
3931,2115,Male,Light-skinned,"Goat, Vampire Hair",0x274A8b
3932,681,Female,Dark-skinned,"Green Eye Shadow, Hot Lipstick, Pink With Hat",0xAb231a
3933,5935,Male,Dark-skinned,"Earring, Shadow Beard, Vape, Wild Hair",Opensea
3934,6967,Male,Dark-skinned,"Clown Eyes Green, Crazy Hair, Earring, Normal Beard",0xa80be8
3935,5034,Male,Dark-skinned,"Earring, Front Beard Dark, Shaved Head",0x51688C
3936,6486,Male,Light-skinned,"3D Glasses, Frumpy Hair",0xeB1c22
3937,9553,Male,Light-skinned,"Nerd Glasses, Wild Hair",0x1919DB
3938,4167,Male,Light-skinned,"Clown Nose, Mohawk, Shadow Beard",0x4eE538
3939,7161,Female,Light-skinned,"Eye Mask, Mohawk Thin",0x93730C
3940,2175,Female,Dark-skinned,"Black Lipstick, Clown Eyes Green, Half Shaved",0x2cc123
3941,7545,Male,Light-skinned,"Big Shades, Earring, Shaved Head",0xFd03e2
3942,3151,Male,Light-skinned,"Chinstrap, Earring, Purple Hair, VR, Hidden Earring",0x6625cb
3943,320,Male,Light-skinned,"Buck Teeth, Cap Forward, Medical Mask, Spots, Hidden Buck Teeth",0x670D75
3944,3959,Male,Dark-skinned,"3D Glasses, Muttonchops, Police Cap",0x534A00
3945,6953,Male,Albino-skinned,"Cap, Horned Rim Glasses, Normal Beard",0x4b17bB
3946,8796,Female,Mid-skinned,"Crazy Hair, Mole, Purple Lipstick",0x82B1F2
3947,9251,Female,Light-skinned,"Black Lipstick, Earring, Mohawk",0xA635A5
3948,2680,Female,Albino-skinned,"Purple Lipstick, Straight Hair Dark",0xC480fB
3949,1939,Female,Light-skinned,"Black Lipstick, Half Shaved, Purple Eye Shadow",0x24e267
3950,8480,Female,Dark-skinned,"Clown Eyes Blue, Crazy Hair, Earring, Hot Lipstick",0x6F4A2d
3951,5393,Female,Mid-skinned,"Earring, Mohawk Thin, Purple Eye Shadow",0x5320f1
3952,5604,Male,Mid-skinned,"Cigarette, Handlebars, Messy Hair",0xaea8E3
3953,7242,Male,Albino-skinned,"Goat, Pipe, Wild Hair",0x6F4A2d
3954,2176,Female,Light-skinned,"Black Lipstick, Clown Eyes Green, Half Shaved",0x6F4A2d
3955,3895,Male,Mid-skinned,"Fedora, Horned Rim Glasses",0xca8653
3956,5035,Male,Mid-skinned,"Earring, Front Beard Dark, Shaved Head",0x8E3934
3957,5353,Female,Mid-skinned,"Black Lipstick, Crazy Hair, Purple Eye Shadow",0x6F4A2d
3958,8639,Male,Mid-skinned,"Cigarette, Headband, Regular Shades",0xdd8AFC
3959,9865,Female,Light-skinned,"Cigarette, Stringy Hair",0xE9BB41
3960,7438,Male,Dark-skinned,"Do-rag, Small Shades",0x8ADbFF
3961,3294,Female,Mid-skinned,"Black Lipstick, Cigarette, Clown Nose, Earring, Mohawk Thin",0x6F4A2d
3962,1552,Female,Light-skinned,"Green Eye Shadow, Straight Hair Blonde",0x06Bf2b
3963,9994,Male,Albino-skinned,"Bandana, Earring",0x6F4A2d
3964,3001,Female,Dark-skinned,"Black Lipstick, Dark Hair, Green Eye Shadow, Mole",0x555301
3965,2749,Female,Dark-skinned,"Blue Eye Shadow, Straight Hair",0x24e267
3966,2170,Male,Mid-skinned,"Earring, Shadow Beard, Small Shades, Vampire Hair",0x6F4A2d
3967,989,Male,Dark-skinned,"Rosy Cheeks, Vampire Hair",0x96B48F
3968,8570,Male,Mid-skinned,"Clown Eyes Blue, Earring, Shadow Beard, Stringy Hair",0x2458c1
3969,9295,Female,Mid-skinned,"Cigarette, Hot Lipstick, Mohawk Thin",0x6F4A2d
3970,3672,Female,Mid-skinned,"Clown Eyes Blue, Earring, Tassle Hat, Hidden Earring",0x6F4A2d
3971,6030,Male,Light-skinned,"Earring, Front Beard, Knitted Cap",0x8E4CDc
3972,6261,Male,Light-skinned,"Chinstrap, Stringy Hair",0x04A301
3973,3200,Male,Mid-skinned,"Muttonchops, Purple Hair, Small Shades",0x6F4A2d
3974,1025,Female,Dark-skinned,"Earring, Mohawk, Purple Eye Shadow, Rosy Cheeks",0x561786
3975,3736,Female,Mid-skinned,"Earring, Hot Lipstick, Tassle Hat, Hidden Earring",0xDde8DF
3976,2626,Female,Dark-skinned,"Earring, Horned Rim Glasses, Hot Lipstick, Straight Hair Dark, Hidden Earring",0x8F6b1e
3977,7954,Male,Albino-skinned,"Cigarette, Earring, Mohawk Dark, VR",0x6F4A2d
3978,4363,Male,Albino-skinned,"Mole, Smile, Wild Hair",0x0d93bc
3979,4660,Male,Light-skinned,"Cap Forward, Normal Beard Black",0x6F4A2d
3980,7126,Male,Light-skinned,"Eye Mask, Headband",0x6F4A2d
3981,1918,Female,Dark-skinned,"Clown Nose, Green Eye Shadow, Red Mohawk",0x6F4A2d
3982,4309,Male,Dark-skinned,"Knitted Cap, Small Shades, Smile",0xb70c1a
3983,4991,Male,Mid-skinned,"Hoodie, Nerd Glasses",0x000001
3984,3626,Female,Light-skinned,"Green Eye Shadow, Tassle Hat",0x6F4A2d
3985,9076,Female,Dark-skinned,"Earring, Eye Patch, Mohawk, Purple Lipstick",0x61F52f
3986,8962,Female,Dark-skinned,"Black Lipstick, Classic Shades, Mohawk Dark, Mole",0x231d68
3987,7147,Male,Mid-skinned,"Eye Mask, Mohawk Dark",0x05083F
3988,6366,Female,Light-skinned,"3D Glasses, Cap",0xB53349
3989,6573,Male,Light-skinned,"Mustache, Shaved Head, Small Shades",0x898F64
3990,4793,Male,Light-skinned,"Front Beard Dark, Hoodie",0x6F4A2d
3991,119,Female,Mid-skinned,"Choker, Hot Lipstick, Purple Eye Shadow, Straight Hair",0x6F4A2d
3992,3445,Male,Dark-skinned,"Gold Chain, Mohawk Dark",0x6F4A2d
3993,5049,Male,Albino-skinned,"Front Beard Dark, Peak Spike",0x6F4A2d
3994,8253,Male,Light-skinned,"Crazy Hair, Shadow Beard, Small Shades",0x2BeFb4
3995,1944,Female,Dark-skinned,"Purple Eye Shadow, Purple Lipstick, Red Mohawk",0x50664e
3996,9224,Female,Light-skinned,"Earring, Hot Lipstick, Mohawk, Nerd Glasses",0x6F4A2d
3997,8504,Female,Dark-skinned,"Clown Eyes Blue, Mohawk Dark, Purple Lipstick",0x0242b0
3998,2343,Female,Albino-skinned,"Black Lipstick, Half Shaved",0xB47A70
3999,1486,Female,Dark-skinned,"Big Shades, Earring, Hot Lipstick, Pipe, Straight Hair Blonde, Hidden Earring",0xDde8DF
4000,8326,Male,Mid-skinned,"Bandana, Small Shades",0xA9bFA9
4001,5157,Male,Albino-skinned,"Cigarette, Classic Shades, Front Beard Dark, Stringy Hair",0x4084dF
4002,5266,Male,Light-skinned,"Bandana, Earring, Frown, Small Shades",0xC61167
4003,3530,Male,Light-skinned,"Do-rag, Medical Mask, Shadow Beard",0x516358
4004,227,Female,Light-skinned,"Eye Patch, Tiara",0xc24F57
4005,4300,Male,Mid-skinned,"Peak Spike, Smile",0x58F187
4006,9284,Female,Mid-skinned,"Earring, Mohawk Thin, Purple Lipstick",0xeCBA5f
4007,6225,Male,Light-skinned,"Chinstrap, Earring, Frumpy Hair, Regular Shades",0xaD3530
4008,93,Male,Light-skinned,"Beanie, Nerd Glasses",0x69021A
4009,8469,Female,Dark-skinned,"Black Lipstick, Clown Eyes Blue, Headband",0xb89c2F
4010,460,Female,Mid-skinned,"Mohawk, Welding Goggles",0x577eBC
4011,6712,Male,Dark-skinned,"Classic Shades, Mustache, Stringy Hair",0x504eec
4012,825,Male,Albino-skinned,Top Hat,0x69021A
4013,4006,Male,Dark-skinned,"Big Shades, Muttonchops, Police Cap",0x286076
4014,7075,Male,Dark-skinned,"Bandana, Earring, Normal Beard",0xC52650
4015,405,Female,Dark-skinned,"Hot Lipstick, Welding Goggles, Wild White Hair",0xd85659
4016,2807,Female,Light-skinned,"Earring, Regular Shades, Straight Hair, Hidden Earring",0x3BE89b
4017,7008,Male,Light-skinned,"Earring, Mohawk Dark, Normal Beard",0x8Ad68e
4018,3643,Female,Mid-skinned,"Clown Eyes Blue, Hot Lipstick, Pipe, Tassle Hat",0x289a0E
4019,1483,Female,Light-skinned,"Blue Eye Shadow, Earring, Hot Lipstick, Straight Hair Blonde, Vape, Hidden Earring",0xb70c1a
4020,3946,Male,Dark-skinned,"Front Beard, Nerd Glasses, Police Cap",0x171F44
4021,694,Female,Albino-skinned,Pink With Hat,0x1DA533
4022,3774,Male,Dark-skinned,"Eye Mask, Fedora, Handlebars",0xA748B2
4023,6268,Male,Dark-skinned,"Bandana, Chinstrap",0xbb1eC7
4024,5258,Male,Light-skinned,"Cap, Frown, Regular Shades",0x8A873b
4025,6962,Male,Dark-skinned,"Knitted Cap, Normal Beard, Small Shades",0x7a341c
4026,911,Male,Mid-skinned,"Big Shades, Spots",0xD7e077
4027,7907,Male,Mid-skinned,"Messy Hair, Mole, Pipe",0xDAaB06
4028,5801,Female,Light-skinned,"Green Eye Shadow, Purple Lipstick, Wild Hair",0x800B4d
4029,753,Male,Dark-skinned,"Big Beard, Top Hat",0xfA71bE
4030,9579,Female,Mid-skinned,"Cigarette, Earring, Hot Lipstick, Wild Hair, Hidden Earring",0x800B4d
4031,6476,Male,Mid-skinned,"Frumpy Hair, Luxurious Beard, Regular Shades",0x32F348
4032,1121,Female,Albino-skinned,"Blonde Short, Green Eye Shadow, Purple Lipstick",0xB47A70
4033,7405,Male,Light-skinned,"Earring, Shadow Beard, Shaved Head, VR",0xC272Ed
4034,6414,Male,Light-skinned,"Classic Shades, Earring, Knitted Cap, Luxurious Beard",0x8F6b1e
4035,5451,Male,Mid-skinned,"Handlebars, Small Shades, Stringy Hair, Vape",0x94de7E
4036,8415,Female,Mid-skinned,"Clown Eyes Green, Earring, Purple Lipstick, Wild Hair, Hidden Earring",0x41eff7
4037,2039,Female,Dark-skinned,"Half Shaved, Purple Lipstick, Vape",0x51688C
4038,5116,Male,Mid-skinned,"Front Beard Dark, Mohawk Dark",0x4bbb41
4039,8838,Male,Dark-skinned,"Eye Patch, Knitted Cap, Shadow Beard",0x7797Cf
4040,6799,Male,Dark-skinned,"Earring, Headband, Normal Beard Black",0x00B278
4041,831,Male,Mid-skinned,"Small Shades, Top Hat",0xDa75f6
4042,9296,Female,Mid-skinned,"Cigarette, Hot Lipstick, Mohawk",0x94de7E
4043,1636,Female,Light-skinned,"Classic Shades, Hot Lipstick, Wild Blonde",0xC2F87f
4044,3620,Female,Mid-skinned,"Green Eye Shadow, Hot Lipstick, Tassle Hat",0x83506d
4045,3896,Male,Mid-skinned,"Big Shades, Fedora",0x717403
4046,9831,Female,Mid-skinned,"Mole, Purple Lipstick, Stringy Hair",0x561786
4047,4802,Male,Mid-skinned,"Earring, Frown, Hoodie, Hidden Earring",0x7760E0
4048,668,Female,Dark-skinned,"Pink With Hat, Purple Eye Shadow",0x7eaC94
4049,8239,Male,Albino-skinned,"Cap, Earring",0x052564
4050,5300,Male,Dark-skinned,"Earring, Frown, Mohawk",0x269616
4051,6020,Male,Mid-skinned,"Crazy Hair, Front Beard, Horned Rim Glasses",0x50Cde7
4052,5618,Male,Mid-skinned,"Bandana, Big Shades, Handlebars",0xcF6a52
4053,6655,Male,Light-skinned,"Knitted Cap, Mustache",0x555301
4054,1867,Male,Light-skinned,"Big Beard, Big Shades, Messy Hair",0x0E9AED
4055,2723,Female,Albino-skinned,"Medical Mask, Straight Hair",0xdb25E3
4056,3650,Female,Albino-skinned,"Earring, Purple Lipstick, Tassle Hat, VR, Hidden Earring",0xC480fB
4057,2903,Male,Mid-skinned,"Mohawk Dark, Mustache, Silver Chain",0xC52650
4058,7795,Male,Dark-skinned,"Peak Spike, Regular Shades",0xa25803
4059,4197,Male,Light-skinned,"Clown Nose, Eye Patch, Stringy Hair",0x3E3567
4060,4157,Male,Mid-skinned,"Clown Nose, Knitted Cap, Regular Shades",0x8883B1
4061,1544,Female,Mid-skinned,"Green Eye Shadow, Purple Lipstick, Wild Blonde",0xC352B5
4062,4939,Male,Albino-skinned,"Hoodie, Small Shades",0x888522
4063,4735,Male,Light-skinned,"Cap Forward, Classic Shades",0x584CDF
4064,6260,Male,Dark-skinned,"Chinstrap, Stringy Hair",0x269616
4065,2389,Female,Mid-skinned,"Cigarette, Earring, Half Shaved, Hot Lipstick, Hidden Earring",0x6F4A2d
4066,7950,Male,Mid-skinned,"Knitted Cap, VR",0x299937
4067,9917,Female,Light-skinned,"Bandana, Cigarette, Earring, Horned Rim Glasses",0x51688C
4068,5201,Male,Light-skinned,"Earring, Frown, Mohawk, Mustache",0x23417B
4069,9051,Female,Dark-skinned,"Mohawk Dark, Purple Lipstick",0xE30161
4070,1461,Male,Dark-skinned,"Cowboy Hat, Horned Rim Glasses",0x7760E0
4071,6195,Male,Dark-skinned,"Chinstrap, Crazy Hair, Earring",0x36Ca48
4072,8471,Female,Dark-skinned,"Clown Eyes Blue, Earring, Headband, Hot Lipstick",0x0Ed1E0
4073,1946,Female,Mid-skinned,"Half Shaved, Purple Eye Shadow, Purple Lipstick",0x01Ec73
4074,1066,Female,Dark-skinned,"Crazy Hair, Hot Lipstick, Rosy Cheeks",0x6F4A2d
4075,1099,Female,Dark-skinned,"Black Lipstick, Blonde Short, Gold Chain, Green Eye Shadow",0x6F4A2d
4076,9516,Male,Light-skinned,"Cigarette, Regular Shades, Wild Hair",0x000001
4077,9591,Male,Albino-skinned,"Earring, Wild Hair",0xA567B9
4078,4171,Female,Dark-skinned,"Clown Nose, Mohawk Thin, Mole",0x8F6b1e
4079,4642,Male,Dark-skinned,"Cap Forward, Mustache, Regular Shades",0xe85740
4080,4410,Female,Mid-skinned,Green Eye Shadow,0x6F4A2d
4081,1813,Male,Dark-skinned,"Big Beard, Peak Spike",0x6F4A2d
4082,797,Male,Mid-skinned,"Mustache, Pipe, Top Hat",0x6456f2
4083,9564,Female,Mid-skinned,"Mole, Purple Lipstick, Wild Hair",0x7EFE3A
4084,2285,Male,Light-skinned,"Big Shades, Mole, Vampire Hair",0x83506d
4085,8943,Female,Dark-skinned,"Earring, Knitted Cap",0x8eFD9A
4086,1275,Female,Mid-skinned,"Clown Eyes Green, Purple Lipstick, Wild White Hair",0x6F4A2d
4087,124,Female,Light-skinned,"Choker, Hot Lipstick, Tassle Hat",0x6F4A2d
4088,8683,Female,Mid-skinned,"Black Lipstick, Headband",0x6F4A2d
4089,8740,Female,Dark-skinned,"Crazy Hair, Purple Lipstick, Regular Shades",0x4322AA
4090,7807,Male,Light-skinned,"Horned Rim Glasses, Peak Spike",0x62175F
4091,9759,Male,Dark-skinned,"Classic Shades, Shadow Beard, Stringy Hair",0x269616
4092,9547,Female,Light-skinned,"Nerd Glasses, Purple Lipstick, Wild Hair",0x6F4A2d
4093,1548,Female,Light-skinned,"Green Eye Shadow, Hot Lipstick, Straight Hair Blonde",0xD9a657
4094,336,Male,Light-skinned,"Buck Teeth, Headband, Medical Mask, Hidden Buck Teeth",0x6F4A2d
4095,3728,Female,Mid-skinned,"Purple Lipstick, Tassle Hat",0x6F4A2d
4096,4584,Male,Dark-skinned,"Big Shades, Cap Forward, Front Beard Dark",0x9D9DE0
4097,2088,Male,Mid-skinned,"Normal Beard Black, Vampire Hair",0x6F4A2d
4098,4611,Male,Dark-skinned,"Cap Forward, Cigarette, Front Beard",0x6F4A2d
4099,1723,Female,Mid-skinned,"Cigarette, Hot Lipstick, Wild Blonde",0x6F4A2d
4100,8577,Female,Dark-skinned,"Clown Eyes Blue, Earring, Hot Lipstick, Stringy Hair",0x6F4A2d
4101,1304,Female,Light-skinned,"Horned Rim Glasses, Mole, Wild White Hair",0x8F6b1e
4102,5501,Male,Mid-skinned,"Handlebars, Peak Spike",0xD771b0
4103,1323,Female,Dark-skinned,"Mole, Wild White Hair",0x8F6b1e
4104,5110,Male,Light-skinned,"Cigarette, Front Beard Dark, Mohawk Dark",0xE5545c
4105,959,Female,Dark-skinned,"Hot Lipstick, Mohawk Thin, Spots",0x20Af8C
4106,3612,Female,Mid-skinned,"Blue Eye Shadow, Earring, Tassle Hat, Hidden Earring",0x062C54
4107,2190,Female,Light-skinned,"Cigarette, Clown Eyes Green, Red Mohawk",0xa25803
4108,8307,Male,Dark-skinned,"Earring, Messy Hair, Small Shades",0x2079C2
4109,3181,Male,Albino-skinned,"Normal Beard Black, Purple Hair",0x4680cb
4110,6704,Male,Dark-skinned,"Messy Hair, Mustache, Nerd Glasses",0x0154d2
4111,7261,Male,Albino-skinned,"Goat, Mohawk, Small Shades",0x1Ac7bB
4112,734,Female,Dark-skinned,"Black Lipstick, Pink With Hat",0x304288
4113,2596,Male,Mid-skinned,"Clown Hair Green, Eye Patch",0xacdaEE
4114,4668,Male,Albino-skinned,"Cap Forward, Normal Beard",0xfDE4A6
4115,4716,Male,Light-skinned,"Cap Forward, Small Shades",0x6FE731
4116,9937,Female,Light-skinned,"Bandana, Hot Lipstick, Nerd Glasses",0xEf784c
4117,8443,Female,Mid-skinned,"Clown Eyes Green, Hot Lipstick, Stringy Hair",0x4dA94e
4118,2384,Female,Light-skinned,"Half Shaved, Purple Lipstick",0xA910Fa
4119,5863,Male,Light-skinned,"Regular Shades, Shaved Head, Vape",0xCffC33
4120,9307,Female,Mid-skinned,"Hot Lipstick, Mohawk Thin",0x2A5380
4121,20,Male,Mid-skinned,"Chinstrap, Cigarette, Earring, Mohawk, Silver Chain, Spots",0xB88F61
4122,3328,Female,Mid-skinned,"Earring, Green Eye Shadow, Headband, Mole, Purple Lipstick",0x1DA533
4123,6190,Male,Mid-skinned,"Chinstrap, Headband",0x6301Ad
4124,3227,Male,Albino-skinned,"Eye Patch, Purple Hair",0x8F6b1e
4125,7417,Male,Mid-skinned,"Do-rag, VR",0x05C6DF
4126,7839,Male,Mid-skinned,"Mohawk, Pipe, Small Shades",0x9Ef55a
4127,4175,Male,Dark-skinned,"Clown Nose, Mohawk",0x93D2B0
4128,8080,Male,Albino-skinned,Frumpy Hair,0x69021A
4129,1732,Female,Light-skinned,"Hot Lipstick, Wild Blonde",0x0601D0
4130,3098,Female,Albino-skinned,"Dark Hair, Purple Lipstick",0xd56278
4131,4437,Male,Albino-skinned,"Mustache, Regular Shades",0x78f026
4132,1135,Female,Mid-skinned,"Blonde Short, VR",0x1cFbf5
4133,1553,Female,Light-skinned,"Green Eye Shadow, Wild Blonde",0xbb1eC7
4134,9462,Female,Mid-skinned,"Cigarette, Frumpy Hair",0xD79b93
4135,8826,Male,Dark-skinned,"Cigarette, Crazy Hair",0xa25803
4136,90,Male,Dark-skinned,"Beanie, Horned Rim Glasses",0xECa588
4137,5932,Male,Dark-skinned,"Frumpy Hair, Vape",0x51688C
4138,6061,Male,Dark-skinned,"Big Shades, Front Beard, Frumpy Hair",0xD79b93
4139,2030,Female,Mid-skinned,"Green Eye Shadow, Red Mohawk",0xDde8DF
4140,1147,Female,Light-skinned,"Black Lipstick, Blonde Short, Clown Eyes Blue",0x01Ec73
4141,4302,Male,Mid-skinned,"Messy Hair, Pipe, Regular Shades, Smile",0xDf612c
4142,5271,Male,Albino-skinned,"Frown, Headband",0x86e5EA
4143,4212,Male,Mid-skinned,Smile,0x51688C
4144,2558,Female,Light-skinned,Clown Hair Green,0x8Dbbca
4145,7863,Female,Mid-skinned,"Black Lipstick, Mohawk Dark, Pipe",0xa8f8f5
4146,9477,Female,Dark-skinned,"Eye Patch, Wild Hair",0xd1E190
4147,8996,Female,Mid-skinned,"Earring, Horned Rim Glasses, Mohawk Dark, Purple Lipstick",0x82CefC
4148,4632,Male,Dark-skinned,"Cap Forward, Luxurious Beard, Regular Shades",0xe8831F
4149,9537,Female,Dark-skinned,"Horned Rim Glasses, Wild Hair",0xAD0BCc
4150,9410,Male,Mid-skinned,"Big Shades, Frumpy Hair",0xF1db8A
4151,2462,Female,Mid-skinned,"Earring, Mole, Purple Eye Shadow, Straight Hair Dark, Hidden Earring",0x752f4a
4152,9793,Female,Dark-skinned,"Big Shades, Black Lipstick, Stringy Hair",0x24e267
4153,1273,Female,Light-skinned,"Clown Eyes Green, Mole, Wild White Hair",0x2e675E
4154,4133,Male,Light-skinned,"Clown Nose, Do-rag",0x69021A
4155,4684,Male,Mid-skinned,"Cap Forward, Earring, Goat",0x4bbb41
4156,45,Ape,Ape-skinned,Bandana,0xf476Cd
4157,5171,Male,Light-skinned,"Bandana, Earring, Front Beard Dark",0xc0F030
4158,6394,Male,Light-skinned,"Headband, Luxurious Beard",0xa25803
4159,1890,Female,Albino-skinned,"Hot Lipstick, Red Mohawk, Silver Chain",0x062C54
4160,3121,Male,Light-skinned,"Front Beard Dark, Purple Hair, Small Shades",0x000002
4161,9030,Female,Dark-skinned,"Black Lipstick, Earring, Mohawk Dark",0x944D32
4162,5969,Male,Light-skinned,"Do-rag, Earring, Front Beard, Horned Rim Glasses",0x030d7A
4163,9369,Male,Albino-skinned,"Frumpy Hair, Shadow Beard",0x69021A
4164,6185,Male,Albino-skinned,"Chinstrap, Headband",0x6611fE
4165,3214,Male,Mid-skinned,"Purple Hair, VR",0x809A31
4166,1937,Female,Light-skinned,"Black Lipstick, Blonde Bob, Earring, Purple Eye Shadow, Hidden Earring",0xCd2c66
4167,7953,Female,Mid-skinned,"Black Lipstick, Mohawk Dark, VR",0xEA9724
4168,9832,Female,Light-skinned,"Cigarette, Hot Lipstick, Mole, Stringy Hair",0xD83946
4169,3619,Female,Light-skinned,"Green Eye Shadow, Hot Lipstick, Tassle Hat",0xC272Ed
4170,8833,Male,Dark-skinned,"Crazy Hair, Earring",0xaCf1F2
4171,9273,Male,Light-skinned,"Mohawk Thin, Mole",0x24e267
4172,9119,Male,Mid-skinned,"Classic Shades, Mohawk",0x4bbb41
4173,3486,Male,Light-skinned,"Clown Nose, Medical Mask, Mohawk Thin, Nerd Glasses",0xD4fa6E
4174,9276,Male,Mid-skinned,"Mohawk, Mole",0xbE8Fe1
4175,5468,Male,Light-skinned,"Eye Patch, Handlebars, Shaved Head",0xCcF43D
4176,1482,Female,Mid-skinned,"Earring, Green Eye Shadow, Medical Mask, Purple Lipstick, Straight Hair Blonde, Hidden Earring, Hidden Lipstick",0xb4Bb41
4177,7813,Male,Mid-skinned,"Cigarette, Nerd Glasses, Peak Spike",0xa25803
4178,40,Ape,Ape-skinned,Do-rag,0x78f026
4179,5983,Male,Dark-skinned,"Big Shades, Front Beard, Peak Spike",0x4d26D1
4180,7149,Female,Light-skinned,"Black Lipstick, Eye Mask, Mohawk",0x6F4A2d
4181,5459,Male,Light-skinned,"3D Glasses, Handlebars, Wild Hair",0x50dd57
4182,9143,Male,Mid-skinned,"Earring, Mohawk Thin, Shadow Beard",0x32Dd07
4183,1651,Female,Light-skinned,"Regular Shades, Wild Blonde",0x062C54
4184,9180,Female,Albino-skinned,"Horned Rim Glasses, Hot Lipstick, Mohawk",0x78f0a6
4185,8294,Male,Light-skinned,"Frumpy Hair, Small Shades",0x6F4A2d
4186,9360,Male,Dark-skinned,"Classic Shades, Frumpy Hair",0xb87f32
4187,8256,Male,Dark-skinned,"Crazy Hair, Small Shades",0x186980
4188,3081,Female,Light-skinned,"Dark Hair, Nerd Glasses",0x6F4A2d
4189,8895,Male,Dark-skinned,"Horned Rim Glasses, Knitted Cap",0x38039D
4190,2397,Female,Mid-skinned,"Earring, Half Shaved, Hot Lipstick, Hidden Earring",0x24e267
4191,7870,Female,Dark-skinned,"Hot Lipstick, Mohawk, Nerd Glasses, Pipe",0x407f0c
4192,1043,Male,Dark-skinned,"Earring, Goat, Rosy Cheeks, Shaved Head",0x6F4A2d
4193,6864,Male,Dark-skinned,"Frumpy Hair, Normal Beard Black",0x6F4A2d
4194,4199,Female,Mid-skinned,"Clown Nose, Hot Lipstick, Stringy Hair",0x8F6b1e
4195,3095,Female,Dark-skinned,"Dark Hair, Mole",0x269616
4196,2682,Female,Dark-skinned,"Clown Hair Green, Purple Lipstick",0x9674ED
4197,6924,Male,Mid-skinned,"Do-rag, Normal Beard",0xf6Bc89
4198,2573,Female,Dark-skinned,"Clown Eyes Green, Straight Hair Dark",0xd85936
4199,6828,Male,Light-skinned,"Big Shades, Mohawk Dark, Normal Beard Black",0x000001
4200,3104,Female,Dark-skinned,"Dark Hair, Hot Lipstick",0xA9bFA9
4201,8435,Male,Dark-skinned,"Clown Eyes Green, Messy Hair",0x3Ee505
4202,6995,Male,Light-skinned,"Earring, Knitted Cap, Normal Beard",0xaF9F8a
4203,7274,Male,Albino-skinned,"Goat, Headband",0x2478C4
4204,6178,Male,Mid-skinned,"Chinstrap, Clown Eyes Green, Earring, Messy Hair",0x24e267
4205,6688,Male,Mid-skinned,"Mohawk Thin, Mustache",0xC352B5
4206,6194,Male,Mid-skinned,"Chinstrap, Classic Shades, Crazy Hair",0xe41691
4207,4905,Male,Dark-skinned,"Goat, Hoodie, Mole",0x26f744
4208,9862,Female,Mid-skinned,"Cigarette, Earring, Stringy Hair",0xf0D699
4209,5883,Male,Dark-skinned,"Bandana, Small Shades, Vape",0x9273Eb
4210,4737,Male,Dark-skinned,"Big Shades, Cap Forward, Earring, Shadow Beard",0xe2Bf74
4211,290,Female,Albino-skinned,"Eye Patch, Orange Side",0x31a5Ff
4212,8646,Male,Albino-skinned,"Big Shades, Earring, Headband, Mole",0x6e5b3F
4213,9945,Female,Mid-skinned,"Bandana, Nerd Glasses",0x2f2f23
4214,747,Female,Dark-skinned,"Cigarette, Earring, Pink With Hat, Hidden Earring",0x304288
4215,3064,Female,Mid-skinned,"Big Shades, Black Lipstick, Dark Hair",0xD33227
4216,8275,Male,Mid-skinned,"Mohawk, Shadow Beard, Small Shades",0x13f6F1
4217,6909,Male,Mid-skinned,"Clown Eyes Blue, Do-rag, Normal Beard",0x51688C
